jet0Pt,jet0Eta,jet0Phi,jet1Pt,jet1Eta,jet1Phi,DiTauPt,DiTauEta,DiTauPhi,SignedDeltaPhi,Weight
270.342,-1.69203,-2.53725,83.4147,1.67521,2.94737,292.133,0.233727,0.373483,-0.798557,-0.0128427
148.548,1.96185,1.49326,50.6498,-3.949,2.2241,162.037,-1.23518,-1.51377,-0.730843,-0.0128427
166.896,-1.48023,-0.240674,59.3031,4.22765,-0.157469,163.921,-0.818725,2.78346,0.0832051,0.0128427
118.015,-1.87517,0.963316,84.6342,1.49452,-0.462957,109.744,-0.471729,-2.86472,-1.42627,-0.0128427
120.891,-2.99651,1.53369,110.62,2.14548,0.985874,69.5995,-1.9633,-1.84255,-0.54782,-0.0128427
131.205,-2.06399,2.65588,45.3422,2.01724,-2.67903,84.1744,-0.616558,-0.612888,0.948275,0.0128427
161.828,-2.56037,-1.69083,69.8179,2.1301,-0.122536,155.849,-0.927662,1.62163,1.56829,0.0128427
199.158,0.868762,0.978278,86.197,-3.00114,-0.859092,165.451,-0.342789,-2.30824,1.83737,0.0128427
367.585,1.29156,-1.83729,37.0602,-2.71257,2.40058,134.841,0.227622,1.51101,2.04531,0.0128427
138.671,3.12582,-1.56325,94.6936,-2.00563,2.1438,87.4447,-1.01631,0.807257,2.57613,0.0128427
109.999,-2.22279,-0.973248,33.7858,1.47815,0.0689062,69.2123,0.236975,2.17439,1.04215,0.0128427
258.344,-1.15475,-0.909744,115.802,1.99628,-1.79278,185.655,-0.748277,1.98174,-0.883037,-0.0128427
175.151,-1.70866,0.934645,141.026,2.86224,-0.149556,107.189,-0.998074,-2.46272,-1.0842,-0.0128427
321.934,2.44112,-2.38145,122.842,-2.29289,0.271323,126.71,-0.268655,1.19659,-2.65277,-0.0128427
78.9165,-2.8045,-0.883506,61.18,4.0661,0.602476,76.4232,0.605315,2.9426,1.48598,0.0128427
81.2173,-3.41985,-0.127735,41.0646,3.44122,-1.30056,64.6443,0.0177845,2.81907,-1.17283,-0.0128427
267.978,-2.13634,2.10701,171.122,2.12679,-2.00275,105.173,1.01438,-0.333184,2.17343,0.0128427
180.203,-2.86394,0.822982,152.811,1.70742,-0.977799,39.2257,-1.40681,3.12115,-1.80078,-0.0128427
91.136,1.78976,-2.07631,88.1225,-1.46154,-0.384761,46.2706,-1.43297,1.62118,-1.69154,-0.0128427
128.425,-3.85075,1.78349,117.352,1.12996,2.86304,112.336,-0.0703251,-0.755596,1.07955,0.0128427
194.058,-2.76104,2.22532,150.404,0.449184,2.79787,215,-0.882738,-0.550786,0.572548,0.0128427
119.606,4.09086,-1.90982,92.6962,-0.697519,-0.661173,108.722,2.04475,1.71567,-1.24865,-0.0128427
143.876,3.18108,2.88264,72.8962,-0.771044,2.01685,166.181,0.158246,-0.5892,0.865791,0.0128427
194.973,-1.51259,3.04852,84.7777,1.96508,-1.13503,73.1025,-0.254862,0.500714,2.09963,0.0128427
203.795,1.65093,0.506376,62.5443,-1.95486,1.72182,135.103,0.283879,-2.35604,-1.21545,-0.0128427
207.779,1.18228,0.976678,102.279,-2.00875,1.4394,185.113,-1.22361,-1.75872,-0.462727,-0.0128427
136.968,-1.99601,-0.976963,39.1053,3.96523,1.85012,80.6022,1.81194,2.35962,2.82708,0.0128427
72.4889,-2.48972,2.64768,35.481,2.29018,-2.67213,64.5218,0.485419,0.0510281,0.963372,-0.0128427
182.549,2.96782,-1.60868,63.8398,-3.65081,-1.55344,204.163,-0.335784,1.22293,-0.0552378,0.0128427
103.892,-1.26852,-1.07512,86.9891,2.53435,1.13759,94.2391,2.17531,2.63662,2.21271,0.0128427
228.148,2.65192,-2.86911,116.32,-3.16764,2.73939,281.533,0.0295556,0.100489,0.67468,0.0128427
174.272,-1.55577,-0.535563,61.7073,3.33268,-1.60163,112.486,0.1981,2.40097,-1.06606,-0.0128427
122.744,-3.0965,2.21386,71.1056,2.64376,1.10895,113.496,-0.449504,-1.23143,-1.10491,-0.0128427
76.3492,2.36302,1.42585,60.9713,-2.26531,-2.30029,35.373,0.544397,-1.06808,-2.55704,-0.0128427
216.866,-0.931887,-2.87431,130.865,3.09808,-2.23413,123.847,0.380069,0.540616,0.640177,-0.0128427
233.433,1.18252,2.54641,108.001,-1.89071,-1.91865,160.953,0.250817,-0.340417,-1.81812,-0.0128427
104.446,1.91599,0.287675,51.6146,-2.37524,-1.63279,83.0668,1.28903,2.95166,1.92047,0.0128427
153.763,2.85688,-3.08598,63.7941,-3.4503,1.55914,108.746,1.01105,-0.477372,1.63807,0.0128427
302.812,1.82943,2.61955,52.2399,-2.18959,-2.49247,146.86,1.01712,-0.214499,-1.17116,-0.0128427
225.955,2.34054,-2.32942,65.0947,-2.93258,2.93244,170.946,-0.543103,0.484809,1.02133,0.0128427
190.846,-1.9213,3.00965,130.855,2.81041,-1.81249,136.009,-0.811465,0.698297,1.46105,0.0128427
190.44,-1.78032,-2.01366,52.7284,2.89566,0.146181,173.247,0.614397,1.29527,2.15984,0.0128427
469.965,-0.977297,-1.11204,146.717,2.37399,-1.60664,268.432,0.293075,2.10202,-0.494605,-0.0128427
190.281,-3.06073,2.98438,107.39,2.92425,-2.33114,154.776,0.500929,0.310138,0.967665,0.0128427
308.225,-1.98711,0.939282,45.5447,1.99996,-0.520837,151.992,-0.832115,-2.41851,-1.46012,-0.0128427
391.979,-0.363001,0.825712,55.3735,3.30164,-1.23381,171.914,1.49428,-2.42589,-2.05952,-0.0128427
162.426,-2.62432,-2.60332,53.3976,3.808,-1.83158,116.143,1.55533,0.4398,0.771741,0.0128427
288.553,0.668712,-2.00257,192.908,-3.10222,0.479231,136.523,-0.155274,1.67843,-2.4818,-0.0128427
182.734,-0.348769,-2.57809,78.7585,3.62376,-0.18955,83.7005,1.34011,1.08075,2.38854,0.0128427
167.148,2.24531,-0.110153,88.7301,-2.6304,-1.47885,184.361,0.226855,2.66871,1.3687,0.0128427
144.151,-1.83932,-2.97341,122.39,2.37099,-1.52954,103.074,0.0648424,1.01741,1.44387,0.0128427
100.433,-2.80985,2.29302,73.2972,3.24981,1.42458,89.8226,-2.07395,-1.5921,-0.868441,-0.0128427
173.334,3.11453,2.71606,166.529,-2.86145,0.222156,66.4609,-0.639554,-1.64306,2.49391,0.0128427
100.761,2.92976,-1.96263,69.2693,-2.57859,-0.920639,130.295,1.8033,1.61913,-1.04199,-0.0128427
91.5818,-2.05584,2.32624,89.1882,2.03051,-0.262165,61.6504,-1.20237,-2.0013,-2.58841,-0.0128427
97.8256,-4.51737,2.41943,92.7313,3.02769,-2.50096,150.601,0.837224,0.116886,1.3628,0.0128427
159.962,-2.3205,-2.12451,52.2496,2.40879,0.191239,70.0328,-2.15197,1.91865,2.31575,0.0128427
142.052,1.46804,-0.910775,74.3133,-2.12344,-2.57774,107.157,-1.06638,1.99876,1.66696,0.0128427
87.9532,-2.45193,0.574998,59.2167,2.55534,1.48009,79.5193,0.349007,-2.11677,0.905095,0.0128427
279.183,-1.46202,0.0887125,105.617,2.43677,-2.35175,124.525,0.822102,3.02232,-2.44046,-0.0128427
147.381,3.28286,0.148217,89.5002,-2.54643,1.83254,112.609,1.40536,-2.5834,-1.68432,-0.0128427
196.908,-1.34342,-2.1521,140.371,2.86076,-1.8758,177.334,0.816652,1.00373,0.276307,0.0128427
215.993,-1.67313,-0.201893,101.811,3.61848,2.45691,78.5951,-0.209768,-2.77587,2.65881,0.0128427
157.715,2.73425,-2.29526,131.011,-1.91443,1.7593,108.612,1.34016,0.0962567,2.22863,0.0128427
55.0301,3.45605,1.19154,38.8271,-2.34575,1.20919,63.5652,2.17283,-1.96799,-0.0176486,0.0128427
134.164,2.81035,1.61907,93.5576,-2.71352,-0.531886,84.121,-0.334753,-2.53596,2.15095,0.0128427
126.774,0.686533,-2.67775,56.5731,-2.72695,-2.16882,111.034,0.348876,0.687533,-0.508933,-0.0128427
142.778,-1.67202,-1.19938,35.4876,3.25631,0.52676,93.9836,1.90212,1.91115,1.72614,0.0128427
152.046,-2.99812,-1.29419,139.873,1.51044,2.76906,123.09,0.505851,0.54411,-2.21994,-0.0128427
253.773,-1.7933,0.106816,94.0949,2.29041,-0.615404,254.925,-0.392045,2.95686,-0.722221,-0.0128427
198.18,-1.14408,-2.92238,108.096,4.04765,-0.485367,79.1992,0.89376,0.878971,2.43702,0.0128427
62.3683,3.25922,2.72772,61.9866,-2.62327,2.19807,74.9735,1.37673,-0.796995,0.529651,0.0128427
147.235,2.32906,-2.58583,121.988,-2.50431,2.4936,107.846,-0.505967,0.0438115,1.20375,0.0128427
183.128,-2.23397,-2.55327,73.6437,3.07697,2.25276,169.865,-0.628908,-0.103484,-1.47715,-0.0128427
368.325,-0.838297,2.47686,179.762,2.72978,1.14888,398.105,0.202019,-0.92175,-1.32797,-0.0128427
150.055,1.88677,3.08709,52.5669,-1.13591,1.64224,47.3687,0.217481,-0.916047,1.44485,0.0128427
353.854,1.4757,2.63718,152.012,-2.62926,1.483,179.265,0.58946,-1.07172,1.15418,0.0128427
263.219,-2.87238,1.99038,110.763,1.69823,-1.87865,80.0582,-1.25025,-0.81942,2.41415,0.0128427
146.834,1.93249,0.947985,80.5877,-2.21271,-2.58929,64.6034,-0.708091,-1.45109,-2.74591,-0.0128427
192.164,-2.71703,0.225712,87.1807,3.09018,-0.977854,258.87,0.92926,2.84526,-1.20357,-0.0128427
171.493,-1.5299,0.347522,139.962,3.23339,1.7528,72.0658,0.401884,-1.95754,1.40528,0.0128427
130.924,-1.15453,-0.474639,97.3609,2.92675,-2.56117,137.987,2.45487,2.28088,-2.08654,-0.0128427
120.245,1.1778,1.87752,41.3591,-2.04437,-1.92081,55.2052,-1.66619,-0.30166,-2.48485,-0.0128427
104.708,2.16749,-2.35272,56.6792,-1.08794,-1.85118,93.6728,1.53683,1.00543,-0.501538,-0.0128427
205.74,-2.00199,0.598769,32.4845,4.01944,-0.74637,102.31,0.402194,-2.87614,-1.34514,-0.0128427
232.768,-1.7247,-0.581618,131.078,1.82125,-1.3318,268.524,-0.423512,2.25457,-0.750186,0.0128427
320.173,0.201567,3.01682,72.9101,-3.5241,-1.64394,196.268,-1.12794,0.14096,-1.62242,-0.0128427
72.8416,3.75313,1.92676,38.2286,-3.18289,-0.41776,38.7413,2.2108,-2.48244,2.34452,0.0128427
77.434,2.92893,-1.26211,36.4988,-1.40457,2.22975,22.7392,2.9903,2.10765,2.79132,0.0128427
152.317,2.25392,-0.619137,66.8198,-4.00496,1.21422,113.169,2.12504,3.05798,-1.83336,-0.0128427
173.368,2.8047,-3.01369,167.95,-2.58032,1.84972,204.025,0.295564,-0.424254,1.41978,0.0128427
151.093,1.24378,1.3212,55.0005,-2.4838,-2.5519,146.175,-0.0364254,-1.617,-2.41009,-0.0128427
286.246,-0.371592,-0.11394,111.076,4.16906,-0.522451,256.549,0.536545,2.91216,-0.408511,-0.0128427
190.41,-2.30712,1.29876,165.42,2.1364,-0.998243,101.118,0.418438,3.02393,-2.297,-0.0128427
475.547,1.69652,-0.34721,231.6,-3.63666,-2.97141,163.202,-1.05673,2.28894,2.6242,0.0128427
141.175,1.57234,2.74543,103.066,-3.86622,-1.81063,124.887,-0.795813,0.386772,-1.72713,-0.0128427
123.033,1.86936,-2.15216,65.2558,-3.00881,-2.71855,160.131,0.433573,1.00102,0.566391,0.0128427
112.199,-3.53566,0.519949,72.8479,1.90839,0.539114,93.2907,1.99626,-1.91007,0.0191646,0.0128427
153.928,1.19629,0.155955,65.2876,-3.08978,-1.76982,81.2922,-0.918694,2.4812,1.92578,0.0128427
146.367,1.83548,-0.756486,45.994,-2.00928,-2.22215,95.6942,0.383701,1.99872,1.46566,0.0128427
299.692,1.89249,2.93219,122.983,-3.42466,0.513651,72.6322,-1.88946,-0.390896,2.41854,0.0128427
88.3814,-2.43576,1.08929,60.9539,1.81919,2.18908,79.8189,-1.60112,-1.84986,1.09979,-0.0128427
103.71,-2.81329,1.18251,64.7441,3.84318,1.49287,71.6729,1.55554,-1.6617,0.310366,0.0128427
77.6058,-2.59105,-1.57455,68.1768,3.18957,2.76803,64.9316,-2.70695,0.033316,-1.9406,-0.0128427
110.452,1.55344,0.249487,104.373,-3.23245,-2.1529,129.163,-1.94198,1.9853,2.40238,0.0128427
275.256,-1.51801,-2.66989,181.794,1.74454,2.4892,186.473,-0.36302,0.153493,-1.12409,-0.0128427
134.378,-1.70159,-1.28184,66.4517,1.32787,0.144983,146.878,-0.222341,2.36498,1.42682,0.0128427
278.3,1.93063,-1.70342,35.1324,-2.97986,2.60723,170.57,-0.447912,1.22719,1.97254,0.0128427
246.621,2.48378,2.43055,49.4632,-3.26781,-1.27956,104.792,0.626808,-0.470308,-2.57308,-0.0128427
260.268,-1.64278,0.464888,66.6873,2.55866,-1.10079,193.592,0.924821,-2.91172,-1.56568,-0.0128427
85.9218,-1.85871,0.662993,78.1104,2.94267,0.199297,113.99,1.95472,-2.61837,-0.463696,0.0128427
119.978,2.1728,1.29045,104.57,-1.46108,-2.05076,49.4779,-1.77366,-1.16491,-2.94198,-0.0128427
262.037,-1.59479,1.10623,102.524,2.69484,-0.947729,202.675,-0.0268593,-2.34016,-2.05395,-0.0128427
145.074,-2.95716,-0.0659812,46.2512,3.99685,-1.97741,70.6885,-1.06728,2.48613,-1.91143,-0.0128427
224.328,-2.02001,-1.31709,89.8,3.58493,0.834626,114.365,0.582147,1.90998,2.15171,0.0128427
99.3219,-3.00428,-2.62023,80.376,0.839691,-1.70582,93.8029,-0.934626,0.764226,0.914412,0.0128427
160.677,2.17005,2.39919,55.8881,-2.51053,1.51979,168.022,-1.86086,-1.10352,0.879406,0.0128427
393.4,1.44599,-2.54786,85.6691,-3.12102,2.5847,378.82,-0.12411,0.374886,1.15062,0.0128427
348.894,-1.42009,0.0300451,93.273,1.96657,-0.803075,299.185,1.04659,-3.10693,-0.83312,-0.0128427
132.078,2.46632,0.958594,54.0823,-3.23336,2.55842,121.438,0.986716,-1.7921,-1.59983,-0.0128427
91.9067,3.00673,1.43508,67.4763,-0.765844,1.89541,138.112,-0.0185949,-1.66826,-0.460331,0.0128427
89.5601,-2.38608,0.706228,69.2775,2.73605,-0.467139,88.1987,-2.00675,3.12265,-1.17337,-0.0128427
146.446,-2.12561,1.51896,116.073,4.04606,-0.0616747,147.791,0.930113,-2.31952,-1.58063,-0.0128427
375.171,1.82669,0.591827,126.475,-1.45868,-1.61746,175.609,0.618146,-3.11013,2.20928,0.0128427
121.989,2.61481,-0.863434,102.883,-1.90804,2.51287,62.2053,-0.342019,1.27866,2.90688,0.0128427
257.527,1.70312,2.13272,84.8091,-2.3404,1.19017,175.743,-0.743092,-1.34509,0.942548,0.0128427
223.056,1.47874,0.363784,72.5879,-4.00621,-0.785254,123.44,-0.536319,3.13013,1.14904,0.0128427
83.7191,3.70126,-2.46316,56.2344,-1.8801,2.58066,33.268,-1.09045,-0.212121,1.23936,0.0128427
374.005,1.202,-0.012113,46.7112,-2.45605,-1.28783,170.551,-0.779486,3.03518,1.27571,0.0128427
239.365,-2.54369,2.7717,43.3646,1.19874,-2.24916,132.231,0.339464,-0.492624,1.26232,0.0128427
241.247,1.58986,-1.04638,72.9917,-1.88628,-0.387953,271.611,0.928256,2.3927,-0.658426,-0.0128427
276.572,0.451859,-0.671284,96.7109,-2.91287,-1.48703,244.029,-1.30205,2.33367,0.81575,0.0128427
100.696,-2.69022,1.52856,41.5692,3.70522,0.453943,117.892,0.530901,-2.12418,-1.07461,-0.0128427
92.6296,-1.39131,2.54504,89.4328,2.84968,-3.01677,138.237,1.08844,-0.184371,0.721378,0.0128427
119.58,-0.695348,2.11658,36.2418,3.69614,2.71017,94.4625,0.934596,-0.72154,0.593594,0.0128427
89.9563,-3.42063,1.79493,31.6702,3.20026,1.94003,33.084,-0.150675,-1.84269,0.145097,-0.0128427
86.9461,-2.06491,1.80666,41.6021,1.81833,-0.466023,40.9517,-1.64732,-2.0471,-2.27268,-0.0128427
167.264,1.99118,0.252356,58.4207,-1.7468,-1.47682,91.8795,-0.85087,2.42591,1.72918,0.0128427
113.761,-2.89453,-2.65918,86.0484,2.88968,-1.95425,110.215,-2.12626,0.75566,0.704934,0.0128427
184.393,0.229042,0.806301,86.3502,-3.41042,-0.837349,62.793,-1.61161,-2.74414,1.64365,0.0128427
261.606,0.73935,-2.99625,114.98,-2.64106,-1.43694,232.286,-0.595974,0.441769,-1.55931,-0.0128427
137.452,-2.33778,-2.83022,44.9911,2.17879,2.7172,122.649,0.262038,0.0218866,-0.735771,-0.0128427
172.594,0.990683,-0.560721,44.9716,-2.04568,-1.73046,96.3655,0.510002,2.66971,1.16974,0.0128427
115.791,2.11028,-1.6382,54.2646,-1.77079,-0.194426,82.8476,0.578704,1.56175,-1.44377,-0.0128427
76.3939,2.85327,-0.643546,48.0901,-0.897003,-1.14541,98.5275,2.21683,2.50111,0.501864,0.0128427
163.677,1.77571,-0.815067,41.2024,-1.49627,-1.66043,153.379,1.45725,2.35801,0.845368,0.0128427
134.21,-1.82263,-1.55905,91.7321,3.06532,-2.57034,51.4975,1.44314,0.741453,-1.01129,-0.0128427
180.204,2.44272,-3.02876,95.6311,-2.15371,-0.563066,83.3526,-0.79522,0.549332,-2.4657,-0.0128427
314.779,1.09141,-1.03497,70.9153,-2.26461,0.136151,287.429,0.627844,2.25642,-1.17112,-0.0128427
179.298,2.16936,-1.67048,39.6672,-2.74551,0.0976374,123.168,-0.174175,1.37458,-1.76811,-0.0128427
65.948,1.41577,-2.44922,41.9068,-2.46633,-1.69735,60.6982,-1.98968,0.984472,-0.751872,-0.0128427
98.9365,-2.34566,-2.35086,60.334,2.83009,2.47031,94.096,0.344636,-0.212524,-1.46202,-0.0128427
298.595,1.95536,-2.66464,57.6894,-2.37944,-0.615283,146.523,1.45649,0.747523,-2.04936,-0.0128427
136.203,2.82797,-1.32847,39.5937,-3.58922,2.34835,56.6509,-0.77717,1.58816,2.60637,0.0128427
196.359,-0.977484,2.69399,83.9972,2.03325,-0.203158,55.7055,1.42779,-1.595,-2.89714,-0.0128427
60.6982,2.29409,-2.20305,55.8085,-2.44395,-2.0553,107.482,-2.23842,0.851369,-0.147742,-0.0128427
142.358,1.97394,2.53649,104.956,-2.54352,-0.00977717,54.849,-0.73614,-1.20171,2.54627,0.0128427
201.299,-1.56429,1.27566,47.9782,2.47238,1.85941,236.916,0.705418,-1.77816,0.583757,0.0128427
117.851,-1.7478,-1.68304,87.8644,2.52463,-0.876481,158.555,1.8541,1.77989,0.806559,0.0128427
154.721,-1.01169,-0.663601,93.5289,3.66476,-0.17275,125.151,1.51468,2.74912,0.490851,0.0128427
112.873,-0.367995,1.04242,52.2124,3.60524,2.31684,95.3092,0.240743,-1.4683,1.27442,0.0128427
76.9918,3.81094,3.0238,54.5937,-1.36,1.96942,61.2024,1.04292,-0.726029,1.05438,0.0128427
92.2238,-2.63399,1.19704,69.9505,2.67491,-0.561425,49.1716,0.503595,-2.88414,-1.75846,-0.0128427
100.67,-3.6802,-1.81149,80.215,2.41537,0.251123,33.1481,-0.743271,2.55421,2.06261,0.0128427
146.98,2.63541,-2.60846,92.442,-1.82496,-1.44714,144.724,-0.320029,0.621858,-1.16132,-0.0128427
174.756,2.12944,-0.454196,36.7442,-0.978153,1.72135,119.697,1.99057,2.92547,-2.17554,-0.0128427
95.1376,2.85297,2.59824,66.2049,-2.46073,-2.36855,78.9087,1.1466,0.0906298,-1.3164,-0.0128427
83.0147,2.68638,-1.58495,40.7946,-1.797,-0.301379,62.3278,0.999031,2.50812,-1.28357,-0.0128427
74.4714,2.13034,0.723918,39.8214,-3.27895,-0.00278086,94.4303,0.313362,-2.37585,0.726699,0.0128427
119.073,-1.28232,-2.48142,97.4433,2.84344,-1.23023,122.42,0.0111101,1.07272,1.25119,0.0128427
257.754,2.08449,1.7673,176.207,-2.9274,-2.21883,216.618,-0.357701,-0.396326,-2.29706,-0.0128427
120.099,1.62549,2.77128,45.8292,-2.16187,-0.593447,80.3607,-0.624613,0.128743,-2.91845,-0.0128427
252.987,-1.13341,2.22886,87.2235,2.44952,-2.37887,135.119,-0.0924706,-0.735523,1.67546,0.0128427
132.377,1.72426,2.95293,94.686,-1.75742,1.05873,113.071,0.526046,-0.958578,1.8942,0.0128427
194.577,-2.94282,-2.2965,51.2153,1.72054,-0.580226,133.706,-0.652644,0.958174,1.71627,0.0128427
135.939,3.14158,-1.64166,71.789,-0.634372,0.0327216,117.564,2.0969,2.22482,-1.67438,-0.0128427
146.071,2.51965,0.151325,107.262,-2.16849,1.35284,119.67,1.38231,-2.36804,-1.20151,-0.0128427
165.057,-2.61193,1.73965,94.4488,2.89633,0.396386,124.043,1.26902,-1.86117,-1.34326,-0.0128427
174.575,-2.76487,-1.98169,86.169,0.804503,0.0951786,110.098,-2.18456,1.8708,2.07687,0.0128427
87.9176,1.98221,-2.22617,39.6206,-2.12908,0.705952,51.0329,-1.67533,1.70897,-2.93212,-0.0128427
180.634,0.7799,2.79533,55.3539,-2.88517,1.79896,119.836,-0.286243,-0.963434,0.996372,0.0128427
159.495,2.64511,-2.41434,72.483,-0.599758,-1.00338,153.61,2.02606,1.17605,-1.41095,-0.0128427
189.469,-0.785914,1.80848,162.6,3.04904,-2.59541,156.332,0.441216,-0.734844,1.8793,0.0128427
336.534,1.27339,0.95673,143.943,-2.4455,2.28253,171.082,0.79691,-1.21976,-1.32579,-0.0128427
160.486,2.7597,1.62671,127.405,-2.88915,-3.02369,138.596,0.771774,-1.19734,-1.63278,-0.0128427
396.393,2.34396,-0.756531,125.465,-3.91846,-2.17336,283.905,-1.10287,2.13727,1.41683,0.0128427
368.858,-1.36604,3.10074,161.867,2.11405,-1.09471,193.323,0.353858,0.458453,2.08773,0.0128427
327.297,1.35773,-2.44298,196.169,-2.32986,1.8852,119.363,0.159081,0.167045,1.95501,0.0128427
91.4532,-3.12311,-2.61782,31.8016,1.21712,2.51842,108.057,-1.05669,0.0134502,-1.14695,-0.0128427
88.8961,1.67118,2.06375,38.9955,-3.70181,2.92288,65.6693,1.24182,-0.289355,-0.859138,-0.0128427
198.438,2.64519,-2.75082,174.097,-1.97552,-1.0022,108.913,0.406365,1.09994,-1.74862,-0.0128427
97.456,-2.28701,-0.0490158,53.2639,2.37398,-1.13576,62.7342,-1.20213,2.94325,-1.08675,0.0128427
250.89,-1.67452,0.134422,132.798,4.05961,1.24073,152.79,0.130706,-2.83049,1.10631,0.0128427
144.377,1.85743,3.09973,36.6796,-3.18095,-1.67787,148.286,-0.0375725,0.515599,-1.50558,0.0128427
255.632,-2.851,-0.89737,57.1885,3.23257,0.84757,148.204,-0.286132,2.23949,1.74494,0.0128427
83.4352,1.85527,2.72648,78.8343,-1.29304,-0.25242,60.3145,-0.696586,-1.32413,2.9789,0.0128427
87.5036,-1.98013,0.00867361,70.6136,3.5349,-1.70799,90.4083,-0.664045,1.97122,-1.71666,-0.0128427
378.832,-0.476141,1.55672,55.9275,2.55409,-2.01703,257.24,1.26525,-1.6246,2.70944,0.0128427
137.123,2.99995,2.58433,61.8009,-1.35519,-3.11993,116.89,-1.06041,-0.364807,-0.578927,-0.0128427
79.1974,2.28637,0.903413,71.7034,-2.73548,1.98137,129.389,-1.64153,-1.6746,-1.07795,-0.0128427
59.8049,3.08787,1.89842,50.7735,-2.89374,0.61396,62.7511,-1.22383,-2.07089,1.28446,0.0128427
49.6407,-1.68495,1.10311,35.2827,3.5672,1.97353,72.5586,0.298717,-1.13128,0.870423,0.0128427
89.7945,-2.45698,-0.274612,54.3206,2.76467,-1.50562,50.3121,-1.56571,2.67509,-1.231,-0.0128427
249.496,-2.48697,1.77845,55.5588,3.58696,1.60418,260.148,-1.15702,-1.50108,-0.174269,-0.0128427
107.55,2.37698,-0.458623,47.7791,-1.80054,-1.80182,84.778,1.61727,2.11104,1.34319,0.0128427
121,-2.64047,-2.31804,117.68,1.13189,2.65667,94.5547,-0.156711,0.197866,-1.30847,-0.0128427
71.1583,2.81112,0.280137,35.0418,-2.15388,1.66937,49.7389,-0.156751,-2.8931,-1.38924,-0.0128427
192.91,-1.57169,1.64744,129.512,3.07466,-3.02785,148.536,0.425343,-0.824543,1.60789,0.0128427
124.961,2.16606,-2.32611,52.4012,-2.17672,-1.70385,121.228,-1.20495,0.762415,-0.622259,-0.0128427
109.311,-2.10667,1.66008,106.731,0.963787,-0.108305,104.547,0.0340566,-2.29087,-1.76838,-0.0128427
373.842,2.02096,0.739533,35.2654,-3.26871,-1.74592,300.106,-0.349172,-2.55477,2.48545,0.0128427
124.287,-2.71686,-2.87179,35.0076,2.15719,0.792103,74.7354,-0.987841,-0.655329,-2.61929,-0.0128427
151.595,-2.11233,-1.96066,53.944,2.35495,-0.184581,135.874,-0.98506,1.34953,1.77608,0.0128427
84.5986,-1.78877,-1.46382,46.528,3.05824,-1.59473,84.267,0.359911,1.54461,-0.13091,0.0128427
88.3892,2.85988,-2.84115,56.713,-2.37784,-0.738635,58.0896,1.02545,1.0484,-2.10251,-0.0128427
210.822,2.33074,1.28984,136.43,-2.42232,-2.84222,171.795,0.80621,-1.28764,-2.15112,-0.0128427
184.674,-0.650049,-2.57308,63.1275,3.96185,-1.62029,79.3099,1.16523,0.567813,0.952787,0.0128427
77.9602,3.09112,-1.75607,55.517,-1.64179,3.00865,44.3849,1.35476,0.632753,1.51847,0.0128427
167.469,3.03235,2.97694,53.8963,-3.98716,2.15523,108.977,-0.264606,-0.471967,0.821712,-0.0128427
135.662,-1.89275,0.134487,95.4014,2.82786,-2.13107,79.5611,0.798695,2.85629,-2.26556,-0.0128427
118.696,1.49699,-1.55552,87.9907,-3.6765,-3.05676,101.56,-0.799649,0.827286,1.50124,0.0128427
89.7817,2.31794,-2.40972,84.5595,-3.21067,2.93775,69.9739,-0.730338,0.385265,0.935714,0.0128427
119.092,1.67306,0.274191,104.106,-2.53689,-0.807175,112.475,1.08035,2.42006,1.08137,0.0128427
193.264,-2.22897,-2.2261,184.382,2.2465,-0.602303,171.426,0.203652,1.96253,1.6238,0.0128427
300.401,0.510431,2.78143,101.284,-3.08633,-0.0952881,106.7,-0.807782,-0.527978,2.87672,0.0128427
95.8657,-1.28649,-2.28245,91.4756,2.89679,-0.961951,77.9607,0.858937,1.88714,1.3205,0.0128427
50.4151,2.63819,-0.172725,42.5498,-1.73986,1.10736,38.034,-0.237286,-2.25561,-1.28009,-0.0128427
178.768,2.12239,-1.55563,108.307,-3.11973,-0.375571,115.587,-0.000151999,2.42576,-1.18006,-0.0128427
238.468,-0.902076,-1.64301,100.034,2.70376,-2.67425,266.492,0.0163264,1.19509,-1.03124,-0.0128427
254.466,-2.17732,-2.68923,98.0388,0.954269,1.58321,116.756,-1.28533,0.188102,-2.01075,-0.0128427
79.9375,1.81496,0.74909,75.2143,-2.10893,0.426558,82.1376,-1.23286,-3.09697,0.322532,-0.0128427
187.872,-2.15525,-0.440525,96.4406,2.76004,0.766986,99.0287,0.680551,-2.92145,1.20751,0.0128427
256.703,2.28191,-3.01161,63.4394,-1.86279,0.717041,104.007,1.70517,0.175277,2.55454,0.0128427
185.779,-2.38368,1.51222,96.0531,2.05705,2.99589,194.877,-0.860876,-1.34679,1.48367,0.0128427
165.295,-3.04337,-0.519562,78.9726,2.77999,2.29772,82.472,-1.63369,2.84459,2.81728,0.0128427
195.699,-1.76192,2.07166,125.978,2.63514,0.194149,117.246,-0.566783,-1.80163,-1.87751,-0.0128427
162.561,1.3475,-2.71408,104.995,-1.80486,0.908563,69.302,0.723888,-2.11625,2.66054,0.0128427
85.7525,3.88892,-2.85705,43.7921,-2.4088,-1.41993,79.4687,0.990475,1.24292,-1.43712,-0.0128427
103.174,3.05996,0.440178,48.4498,-2.7122,0.503319,70.1633,2.02445,-2.75775,-0.0631408,0.0128427
