SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
4.16295,1,-2.03714,1.20563,2.00123,0.730502,5.86335,38.3484,-0.581692,-0.770239,-0.261471,0.817419,-0.521441,0.244796
0.184033,1,1.98787,-2.53581,1.20144,1.73334,14.3932,55.096,-0.940922,-0.334982,-0.0495278,-0.932433,0.286592,-0.220078
6.17877,1,-0.857746,-2.95964,-0.338627,-0.527955,16.5071,103.904,-0.0936591,0.34513,-0.93387,0.442935,0.23549,-0.865074
6.06676,1,2.47291,-0.77602,-2.31058,1.23231,7.97697,6.42243,-0.985604,-0.0886796,0.143946,-0.899689,0.0535695,0.433231
5.21544,1,2.63732,-0.376481,-0.0489694,0.621683,14.2999,28.2586,-0.255318,-0.543714,-0.799492,-0.454129,-0.878198,0.150117
4.08544,1,-1.17868,1.54403,2.85812,1.24514,28.2001,65.3082,-0.854781,-0.518691,-0.0175771,0.884613,0.388141,-0.258468
5.96583,1,1.1282,-1.92032,-0.789726,-2.87604,39.3159,10.9021,0.756494,-0.603166,-0.252801,0.970665,0.232238,-0.0622581
0.946268,1,0.623328,-1.07252,-0.528911,3.31664,8.39683,26.5707,0.619999,-0.779757,0.0870646,0.989667,0.141126,-0.0253538
4.49812,1,0.987785,1.93014,-0.0682757,-0.722493,33.0952,81.3463,-0.509731,0.398564,0.762444,-0.633018,-0.623523,-0.458811
3.58498,1,1.32923,-1.81451,-0.503185,-1.88184,31.121,40.5601,-0.142071,-0.443265,-0.88506,-0.59826,-0.753357,0.273016
5.41111,1,-2.97018,0.581969,1.45391,0.829182,49.2144,37.0506,-0.0347507,0.997138,0.0671453,-0.137473,0.901475,-0.410419
0.662783,1,1.48218,0.148204,-0.14736,-1.72944,43.671,27.6383,0.557737,0.0732028,0.826783,0.235551,-0.971308,0.0327989
4.69391,1,1.63329,-1.54383,-3.4844,-1.81073,12.4395,43.3671,0.428541,0.901929,0.0536289,0.865286,0.477498,-0.152567
3.05551,1,-2.84956,-0.193762,0.294534,0.773594,19.5255,1.89955,-0.182515,0.93203,0.313062,0.046159,-0.961708,-0.270161
1.16825,1,-1.61173,1.26249,-1.75635,-1.86135,23.4233,72.1193,-0.956018,-0.271676,0.11055,0.211356,0.929388,0.302599
0.397574,1,2.97599,0.238818,-0.248476,2.42581,3.63003,13.7055,-0.240522,0.0379366,0.969902,-0.944538,-0.27773,0.175253
1.60957,1,-0.791723,2.39627,0.462217,2.44137,28.6647,3.72205,-0.753591,-0.386107,0.531998,0.984962,-0.102406,0.139149
0.180446,1,2.04073,-0.482316,-3.38458,-1.02193,1.26609,25.7629,-0.0633508,-0.996285,-0.0583338,-0.794936,-0.446003,-0.411289
3.93839,1,0.459938,-2.4327,-1.11169,-0.624696,7.68749,36.3364,-0.735338,-0.327322,-0.593412,-0.742135,0.216177,0.634432
0.401817,1,0.00963061,2.92775,-3.35478,-2.26312,31.4521,22.5414,-0.880389,0.470282,-0.061237,0.953215,-0.221422,-0.205802
0.486817,1,2.07858,-1.31247,-0.890758,0.138633,11.0891,23.3051,0.929808,0.331158,-0.160596,0.886836,0.28648,0.362561
1.20477,1,1.05873,-0.617661,-1.51975,0.171583,38.4191,36.981,-0.964777,-0.0818437,-0.250014,-0.335626,-0.669696,-0.662467
1.51335,1,-1.08521,1.89411,3.5348,3.61693,41.8822,23.2919,0.74735,0.664284,0.0139341,-0.0306727,0.998206,-0.0514157
3.61471,1,0.515244,3.05002,-0.0480438,-0.111775,43.1429,19.3569,0.116251,-0.109002,0.987221,0.078816,-0.304431,-0.949268
5.74221,1,-3.02493,0.417508,-2.51325,-3.71497,47.1328,21.9859,-0.986545,-0.031677,0.160393,0.636701,0.769878,0.0435838
5.41023,1,2.03778,-1.18307,-1.02294,2.22637,2.00215,9.54598,-0.155646,-0.821788,-0.548123,-0.813052,-0.580029,-0.0501333
5.23602,1,-1.69153,3.05825,-3.96627,-1.03608,22.7826,6.20548,0.479986,-0.876735,0.0307965,0.192171,-0.956355,-0.220125
