SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
1.12775,1,-1.99957,1.54031,-0.212908,0.558447,60.1435,3.4096,0.788222,-0.225249,-0.572686,-0.0191185,0.50734,-0.861534
2.66562,1,-1.79698,2.19327,-0.55748,-0.109204,64.8062,23.5177,0.921755,0.0210331,-0.387201,-0.781615,-0.5887,-0.206183
2.88017,1,0.337593,2.43092,2.60588,-0.100822,11.0594,14.5869,0.985503,-0.105472,-0.132886,-0.503698,-0.473344,0.722657
3.50222,1,-2.76887,-0.49331,2.34545,2.74861,65.3488,1.11748,0.984137,-0.0269642,0.17535,0.899584,0.430142,-0.0756756
2.98978,1,1.5277,-1.49369,3.22629,2.54695,47.7365,3.01112,-0.083366,-0.993365,0.0792188,0.00429273,-0.987861,-0.155284
1.91584,1,2.82288,0.249059,0.224386,-1.30197,10.3718,35.8375,0.168016,0.85875,-0.484065,0.867676,0.0191362,0.496762
3.06873,1,2.25636,2.78497,-5.24001,-1.90391,5.47713,40.4195,0.669429,-0.742801,-0.0105879,0.938957,0.244404,-0.242129
2.39635,1,2.0632,-1.26705,-3.32366,-3.81839,26.0795,42.8808,-0.967155,0.249452,0.0488383,-0.26661,0.962805,-0.0438802
1.68467,1,-2.33581,0.408209,-0.78446,-0.21125,49.0583,5.2633,-0.232944,-0.648157,0.725003,0.25286,-0.84104,-0.47824
2.41291,1,-1.00324,-0.0507137,-0.0283027,1.8228,8.30035,17.8709,0.818035,0.529094,-0.225563,-0.927196,0.209116,0.310771
4.56781,1,-0.854757,-2.84487,-1.33638,0.302007,43.2814,3.40287,0.10192,0.928291,-0.357614,0.322219,-0.0633476,0.944543
1.73116,1,-1.48763,1.36351,1.06832,0.0130225,30.1637,22.8163,-0.310364,0.741019,0.595454,0.951942,-0.203248,0.229121
0.954827,1,0.636443,2.63177,-0.380346,-1.84474,6.1388,20.4766,-0.546889,0.826695,0.132244,0.525851,0.850457,-0.0142446
4.003,1,-0.609023,2.22746,1.19536,-0.247052,20.8231,27.5619,-0.738785,0.387536,0.551373,-0.300767,-0.489693,-0.818376
2.55683,1,-2.84797,0.923779,-1.06364,-0.523223,42.7308,29.5452,-0.216238,0.974566,-0.058844,0.7433,-0.108701,0.660068
2.85667,1,-0.564974,2.06603,-0.435386,0.536417,19.1349,63.0356,-0.137147,0.500802,-0.854627,-0.13497,-0.584443,0.800131
1.07246,1,-2.75138,-1.25652,0.507236,-3.11935,21.6709,2.73746,0.233615,-0.935722,-0.264288,-0.862191,-0.506226,0.0190281
2.31629,1,2.43776,-0.09991,0.837882,-0.304543,7.8128,36.4455,0.539709,-0.421802,0.728559,-0.303821,-0.48118,-0.822289
0.0673837,1,0.233445,-2.85975,-0.0703032,1.73017,8.48166,32.3027,-0.236032,0.968496,-0.0793998,-0.377529,0.925195,-0.0385467
1.66541,1,-1.51907,1.94916,0.694213,1.81721,7.2735,29.3675,-0.999138,-0.0352442,0.0219159,0.307878,-0.89732,0.316272
2.7654,1,0.502784,-2.634,-1.44944,-0.0883534,29.4172,40.9081,0.196643,-0.969473,-0.146472,-0.417646,0.632095,0.652708
5.48883,1,1.99081,-1.09063,-0.13254,0.360601,66.1489,4.49402,0.0535676,-0.12039,-0.99128,-0.531595,-0.545908,-0.647604
1.337,1,1.99467,-1.07861,-1.21843,-2.05051,43.7272,16.1773,0.893758,-0.239143,-0.379484,0.986479,-0.0832388,0.141177
3.68481,1,2.98204,-0.388048,0.733282,-0.240688,26.0808,12.9406,0.541156,-0.390615,0.744695,0.0954143,0.692611,-0.714972
