SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
3.44889,-1,1.90035,-1.15195,0.518832,-1.13057,13.7209,2.96719,0.582511,-0.245054,0.775003,-0.440008,0.685316,-0.580289
5.37758,-1,-2.0853,1.08899,-2.01717,-2.08483,30.9787,87.6079,-0.895735,-0.391011,0.211588,-0.86821,0.496107,0.00942619
5.36114,-1,1.62847,-1.70001,1.58555,4.68056,8.62415,12.3994,0.998602,-0.0350488,0.039577,0.711146,-0.702955,-0.0112308
3.79092,-1,2.56607,0.903532,0.37138,-0.15786,27.0771,31.0853,-0.137171,-0.70042,0.700426,-0.732515,0.629417,0.259339
4.08656,-1,1.48519,-2.07358,0.704553,2.79576,48.9193,14.7761,0.992895,0.00596462,-0.118846,-0.811044,-0.574618,-0.109639
0.309838,-1,2.78011,-0.789118,-1.16053,-0.540804,46.4454,38.8338,0.161298,-0.928983,-0.333126,-0.648748,-0.0360684,-0.760148
2.98085,-1,-2.35009,2.21887,1.6891,0.773566,2.95251,39.6457,-0.833461,0.547458,-0.0750549,0.622492,0.740952,-0.251979
3.81544,-1,-2.78842,-0.0657434,0.765038,1.01409,42.0489,20.15,0.568164,0.312088,0.76144,0.65747,0.547161,-0.518022
4.68247,-1,-1.9514,1.2513,-2.1927,-0.706315,21.0659,7.54625,-0.647973,-0.732662,0.208177,-0.948018,0.0615623,-0.312204
4.21532,-1,0.4192,-2.80028,1.52074,-0.854648,31.2214,14.8262,0.905188,-0.268653,-0.329332,-0.268367,0.960671,-0.0713437
5.38382,-1,1.94287,3.10072,1.30127,-0.71937,17.5397,11.0596,-0.755329,-0.629224,0.18318,-0.128703,-0.985245,0.112815
2.85515,-1,2.51357,-0.0273726,0.531194,-0.578066,31.1793,14.5865,-0.156573,0.556955,-0.815651,0.471512,-0.393319,0.789289
5.97229,-1,2.88556,-0.827726,0.559324,-2.18448,22.2935,11.5814,-0.16565,0.77765,-0.606482,-0.678965,0.699745,-0.222178
1.75444,-1,-1.4593,1.51458,0.209366,0.960711,41.6501,0.764706,0.785192,0.211432,0.582039,0.420046,0.665581,-0.616898
2.36072,-1,1.72439,-1.4273,-0.900092,-1.54652,51.7694,23.1042,0.822915,-0.34309,-0.452879,0.0506543,-0.912392,0.406172
5.43044,-1,0.498388,-1.31571,0.398551,1.22357,24.4412,27.5762,-0.469117,0.112152,0.875986,0.776767,0.583357,0.237335
5.27508,-1,-0.24249,0.00505378,-0.2282,-2.88452,6.70169,19.896,0.204947,-0.104381,0.973191,-0.705868,-0.703864,-0.0795353
3.92848,-1,2.60984,-0.69023,0.655005,1.78859,3.10532,33.0817,-0.0107307,0.804658,-0.593641,-0.594143,-0.804146,-0.018531
2.05529,-1,1.00842,-2.34505,-1.41504,1.18382,13.728,12.7507,0.843163,-0.537651,-0.00272328,0.0181848,0.896944,0.44177
4.13776,-1,-2.87679,0.147692,1.35966,0.123187,7.98388,26.1892,0.403573,0.850807,0.336535,0.100434,0.150338,-0.98352
